Time to play:
Loading lists of data
GST (500, 81, 31)
graph data Data(x=[81, 31], edge_index=[2, 324], y=[81], pos=[81, 2])
Epoch: 10  Train Loss: 84858.36301954859  Validation Loss: 69596.23038392888
Epoch: 20  Train Loss: 83242.42344352085  Validation Loss: 67982.35112605205
Epoch: 30  Train Loss: 79429.09742600545  Validation Loss: 64762.73424526944
Epoch: 40  Train Loss: 72413.3166774285  Validation Loss: 59253.765574413905
Epoch: 50  Train Loss: 62292.77285759696  Validation Loss: 52596.84242647101
Epoch: 60  Train Loss: 49404.91869168332  Validation Loss: 45620.85761326675
Epoch: 70  Train Loss: 34032.273206847836  Validation Loss: 42049.818933205635
Epoch: 80  Train Loss: 21409.95563487714  Validation Loss: 40177.87690117964
Epoch: 90  Train Loss: 14721.68216731171  Validation Loss: 40114.010985863526
Epoch: 100  Train Loss: 10285.177415358812  Validation Loss: 39327.141983504946
Epoch: 110  Train Loss: 7317.8009899783  Validation Loss: 37698.63417962326
Epoch: 120  Train Loss: 5121.778086251682  Validation Loss: 33592.61725104937
Epoch: 130  Train Loss: 3506.457770606561  Validation Loss: 27693.05882741677
Epoch: 140  Train Loss: 3347.4386159045584  Validation Loss: 22889.126271901314
Epoch: 150  Train Loss: 2621.084107717785  Validation Loss: 19986.156357240296
Epoch: 160  Train Loss: 2358.762091623496  Validation Loss: 17797.800986672242
Epoch: 170  Train Loss: 2258.819167577686  Validation Loss: 16023.910562863482
Epoch: 180  Train Loss: 2141.8951082886433  Validation Loss: 16697.124118529802
Epoch: 190  Train Loss: 1933.1641108623862  Validation Loss: 15216.148957454106
Epoch: 200  Train Loss: 2059.272151507008  Validation Loss: 23018.72460286466
Epoch: 210  Train Loss: 2434.8890387240644  Validation Loss: 22006.285815554293
Epoch: 220  Train Loss: 2159.2045508754595  Validation Loss: 19792.00858084336
Epoch: 230  Train Loss: 2021.5789691161215  Validation Loss: 17237.08040770591
Epoch: 240  Train Loss: 2261.272691924336  Validation Loss: 19365.22794511181
Epoch: 250  Train Loss: 2183.8399414706723  Validation Loss: 20981.132295315434
Epoch: 260  Train Loss: 2165.5526632729902  Validation Loss: 22171.567337278484
Epoch: 270  Train Loss: 1943.6552337257506  Validation Loss: 19308.077447375388
Epoch: 280  Train Loss: 2003.9237489526524  Validation Loss: 18800.12603601437
Epoch: 290  Train Loss: 1857.3160835135502  Validation Loss: 23973.754866678108
Epoch: 300  Train Loss: 1775.6380336411303  Validation Loss: 16502.999554873884
Epoch: 310  Train Loss: 1851.2180927260954  Validation Loss: 16166.518146334165
Epoch: 320  Train Loss: 1960.291343683519  Validation Loss: 15865.362316132254
Epoch: 330  Train Loss: 1867.7291340209565  Validation Loss: 15883.307233488977
Epoch: 340  Train Loss: 1607.5241981407278  Validation Loss: 13653.86050604385
Epoch: 350  Train Loss: 1506.5197344482567  Validation Loss: 12338.23155204875
Epoch: 360  Train Loss: 1526.1012175411427  Validation Loss: 10811.033336901826
Epoch: 370  Train Loss: 1646.1308093248626  Validation Loss: 9506.033488157816
Epoch: 380  Train Loss: 1555.7997376760961  Validation Loss: 9347.903738425402
Epoch: 390  Train Loss: 1491.3427050071343  Validation Loss: 8355.67085059342
Epoch: 400  Train Loss: 1341.5531268854822  Validation Loss: 7099.974466703035
Epoch: 410  Train Loss: 1750.6954254950977  Validation Loss: 6455.6711980478585
Epoch: 420  Train Loss: 1566.0206378376188  Validation Loss: 5627.122569848571
Epoch: 430  Train Loss: 1616.2530247431478  Validation Loss: 5417.968529352414
Epoch: 440  Train Loss: 1485.9806779744147  Validation Loss: 5080.937736353152
Epoch: 450  Train Loss: 1564.9775885109248  Validation Loss: 4441.690487677614
Epoch: 460  Train Loss: 1549.8917286775938  Validation Loss: 3823.1920718193214
Epoch: 470  Train Loss: 1173.7924122364227  Validation Loss: 3618.233404701113
Epoch: 480  Train Loss: 1139.0644123129825  Validation Loss: 3351.205546514711
Epoch: 490  Train Loss: 1217.2789014038085  Validation Loss: 3735.4015683575585
Epoch: 500  Train Loss: 1120.8299705005593  Validation Loss: 2970.4839637329014
Epoch: 510  Train Loss: 1761.2834289739194  Validation Loss: 3244.783027524313
Epoch: 520  Train Loss: 1098.352774709919  Validation Loss: 2887.8821151114025
Epoch: 530  Train Loss: 1114.5849542987862  Validation Loss: 2765.2766335745982
Epoch: 540  Train Loss: 1084.1021133440638  Validation Loss: 2664.2288495555695
Epoch: 550  Train Loss: 1112.6066505213282  Validation Loss: 2779.98085367536
Epoch: 560  Train Loss: 987.2019847546375  Validation Loss: 2416.027968108956
Epoch: 570  Train Loss: 970.3354465233979  Validation Loss: 2788.988468197969
Epoch: 580  Train Loss: 861.4176962781088  Validation Loss: 2452.8749665834066
Epoch: 590  Train Loss: 802.4302661723108  Validation Loss: 2236.650274275719
Epoch: 600  Train Loss: 974.8152958824522  Validation Loss: 2375.04745462038
Epoch: 610  Train Loss: 906.2785510469579  Validation Loss: 2321.114792092485
Epoch: 620  Train Loss: 838.740697699789  Validation Loss: 2120.682042872568
Epoch: 630  Train Loss: 1006.306873523039  Validation Loss: 2165.6699797486713
Epoch: 640  Train Loss: 882.1597521910348  Validation Loss: 2323.6751523611106
Epoch: 650  Train Loss: 795.40980531035  Validation Loss: 2085.3054361804266
Epoch: 660  Train Loss: 793.0018633158047  Validation Loss: 3353.959716335168
Epoch: 670  Train Loss: 1054.0302780531667  Validation Loss: 3259.821808875743
Epoch: 680  Train Loss: 666.5022418064708  Validation Loss: 3375.4511565816724
Epoch: 690  Train Loss: 830.3582175611928  Validation Loss: 2031.630514431372
Epoch: 700  Train Loss: 1239.3553544896522  Validation Loss: 2928.237491101288
Epoch: 710  Train Loss: 704.8000473096022  Validation Loss: 2099.5180362172428
Epoch: 720  Train Loss: 756.8327621227719  Validation Loss: 2610.68638275141
Epoch: 730  Train Loss: 806.9031329497615  Validation Loss: 2176.549757293559
Epoch: 740  Train Loss: 631.5723342671496  Validation Loss: 2771.9527666268345
Epoch: 750  Train Loss: 739.4580438858019  Validation Loss: 2999.772759089167
Epoch: 760  Train Loss: 599.1561692478593  Validation Loss: 2202.1609877196893
Epoch: 770  Train Loss: 666.0175473355107  Validation Loss: 2042.662469441469
Epoch: 780  Train Loss: 629.4664005834849  Validation Loss: 1768.7059289390193
Epoch: 790  Train Loss: 568.4582076477678  Validation Loss: 1753.841028379167
Epoch: 800  Train Loss: 519.412140045229  Validation Loss: 1876.5571669587764
Epoch: 810  Train Loss: 466.95292336524614  Validation Loss: 1867.1776101486514
Epoch: 820  Train Loss: 526.9462407770599  Validation Loss: 2577.680578111986
Epoch: 830  Train Loss: 517.9545577676564  Validation Loss: 1697.161994994217
Epoch: 840  Train Loss: 439.7642353111857  Validation Loss: 1997.9306030188916
Epoch: 850  Train Loss: 895.4330887432965  Validation Loss: 2344.2922259569555
Epoch: 860  Train Loss: 328.37988044888124  Validation Loss: 1735.491065050897
Epoch: 870  Train Loss: 396.409893660744  Validation Loss: 1879.3734595067358
Epoch: 880  Train Loss: 842.7534845364444  Validation Loss: 2135.6632767404376
Epoch: 890  Train Loss: 476.1330756310292  Validation Loss: 1866.4050447045206
Epoch: 900  Train Loss: 378.0456520218568  Validation Loss: 1592.3708838169584
Epoch: 910  Train Loss: 439.6547244094888  Validation Loss: 1646.636765513031
Epoch: 920  Train Loss: 306.27440295621926  Validation Loss: 2172.3461322526773
Epoch: 930  Train Loss: 590.2687429860449  Validation Loss: 1567.615118712624
Epoch: 940  Train Loss: 296.3898147068479  Validation Loss: 1787.919902451199
Epoch: 950  Train Loss: 289.08543906403673  Validation Loss: 1589.6855169620133
Epoch: 960  Train Loss: 855.551672172971  Validation Loss: 1513.7564458917836
Epoch: 970  Train Loss: 284.2988493996743  Validation Loss: 2538.010880393475
Epoch: 980  Train Loss: 278.32818802336186  Validation Loss: 1933.9271206182227
Epoch: 990  Train Loss: 402.67575995142647  Validation Loss: 1453.1581061206969
Epoch: 1000  Train Loss: 454.50435409845494  Validation Loss: 1752.5682787624867
Epoch: 1010  Train Loss: 245.40992498778402  Validation Loss: 1771.6813615227823
Epoch: 1020  Train Loss: 201.59514187699423  Validation Loss: 1850.8991609496009
Epoch: 1030  Train Loss: 434.8598624786241  Validation Loss: 1519.1494720377057
Epoch: 1040  Train Loss: 265.9897689316716  Validation Loss: 1944.3619395665337
Epoch: 1050  Train Loss: 253.13176427538556  Validation Loss: 1842.8541584528978
Epoch: 1060  Train Loss: 306.8617242446149  Validation Loss: 1479.4327908990247
Epoch: 1070  Train Loss: 468.8084160115427  Validation Loss: 1382.035988749825
Epoch: 1080  Train Loss: 389.2563075427906  Validation Loss: 1708.8326849550951
Epoch: 1090  Train Loss: 262.13590935444387  Validation Loss: 2661.369511327444
Epoch: 1100  Train Loss: 241.48780720572586  Validation Loss: 1774.3820898910028
Epoch: 1110  Train Loss: 273.2354528445485  Validation Loss: 1325.8650674941412
Epoch: 1120  Train Loss: 364.46922811976043  Validation Loss: 1424.787386488954
Epoch: 1130  Train Loss: 181.60250153602797  Validation Loss: 1458.8793024207646
Epoch: 1140  Train Loss: 270.92849252285424  Validation Loss: 1360.4213088463896
Epoch: 1150  Train Loss: 194.33177808812073  Validation Loss: 2281.564353837517
Epoch: 1160  Train Loss: 200.0581285473792  Validation Loss: 1230.0453108811012
Epoch: 1170  Train Loss: 577.3047723486001  Validation Loss: 1167.5511950126463
Epoch: 1180  Train Loss: 161.35997175783848  Validation Loss: 1298.6806361012486
Epoch: 1190  Train Loss: 327.66508159213873  Validation Loss: 2234.5204261932377
